Hours Studied,Attendance,Sleep Hours,Tutoring Sessions,Physical Activity,Exam Score,Extracurricular Activities_Yes,Internet Access_Yes,School Type_Public,Parental Involvement,Resource Access,Motivation Level,Family Income,Teacher Quality,Parental Education Level
17,78,8,2,2,66,False,True,False,1,1,0,1,1,0
13,62,7,4,1,63,False,True,True,0,2,1,1,0,2
32,97,5,1,3,74,False,True,True,1,2,1,1,1,0
20,79,7,2,4,66,True,False,False,2,0,0,1,2,0
16,61,8,2,3,63,False,True,True,1,0,2,1,2,1
21,88,6,2,4,72,True,True,False,2,1,2,2,1,0
19,79,7,1,2,69,False,True,True,1,2,0,2,2,1
19,65,9,1,4,67,True,True,True,1,2,1,1,2,1
24,69,5,3,3,66,False,True,False,0,2,0,0,1,0
25,63,7,0,5,64,False,True,False,2,1,1,0,2,0
17,83,9,4,2,67,False,True,True,0,1,1,1,2,1
17,85,7,4,3,69,False,True,True,1,0,2,0,1,1
18,80,6,2,2,65,True,True,True,1,0,1,0,2,1
6,93,7,0,2,64,False,True,True,1,1,2,1,1,1
11,94,8,1,4,65,True,False,True,1,0,2,2,0,0
28,85,7,2,1,72,True,True,False,1,2,1,0,2,0
30,61,8,2,2,66,True,True,True,0,2,1,0,2,0
19,88,7,2,3,66,False,True,True,1,0,1,0,1,1
23,77,7,1,3,67,True,True,False,2,2,1,0,0,1
22,83,8,1,3,69,True,True,False,1,1,2,2,1,2
38,86,7,3,3,73,True,True,True,0,2,0,0,1,0
27,74,6,3,3,69,False,True,True,1,2,1,1,1,1
19,97,8,1,4,68,False,True,False,1,0,1,0,1,0
14,65,7,1,3,61,True,True,True,0,1,1,0,1,0
10,87,6,0,4,63,True,False,True,1,0,1,0,1,0
21,60,8,0,2,63,True,True,True,1,2,0,0,1,0
15,97,9,1,2,68,True,True,True,0,1,1,0,2,1
11,65,7,2,3,63,False,True,True,1,2,1,0,1,2
16,64,7,3,4,66,True,True,False,2,1,1,1,1,2
14,73,5,2,4,65,True,True,True,2,1,1,0,1,0
30,75,7,0,1,68,False,True,True,2,2,2,0,1,1
25,69,7,0,4,66,True,True,True,1,1,2,0,1,1
20,83,7,2,5,66,False,False,True,0,0,0,1,1,2
29,78,6,2,4,70,False,True,False,2,1,1,0,1,0
20,61,8,0,2,61,True,True,True,0,0,1,1,1,0
15,73,7,2,3,61,True,True,False,1,0,1,0,2,0
29,92,10,1,4,71,True,True,False,1,1,2,0,2,0
23,88,7,1,2,67,True,True,True,0,1,1,1,1,0
14,89,4,2,3,70,True,True,True,2,2,1,1,2,1
19,88,5,2,4,69,False,True,False,2,1,1,0,1,1
15,72,8,2,4,65,False,True,True,2,2,1,1,1,0
12,64,6,0,2,61,True,True,True,2,0,2,1,1,0
26,71,6,3,4,68,False,True,True,1,0,0,0,1,2
31,93,5,2,2,74,True,True,True,2,0,1,0,1,0
12,99,6,1,3,67,False,True,True,1,1,0,1,1,0
23,80,7,5,1,70,True,True,True,1,1,0,2,1,0
16,60,8,1,2,59,True,True,False,0,1,0,2,2,0
17,66,5,0,2,64,False,True,False,2,2,0,1,2,1
16,73,8,2,4,66,True,True,True,2,1,1,1,2,1
15,83,5,1,3,63,True,True,True,0,0,1,1,1,0
20,63,8,0,3,61,True,True,True,0,0,0,2,1,1
15,98,8,2,4,68,True,True,True,0,2,0,0,1,0
22,75,6,3,3,65,False,True,False,1,1,0,1,1,0
20,97,5,1,4,69,False,True,False,1,2,1,1,1,0
19,91,8,2,4,68,True,True,False,2,0,1,0,1,0
15,90,6,2,2,69,True,True,True,1,0,0,2,2,0
17,84,7,1,2,67,True,True,True,1,0,2,0,2,1
25,85,8,1,1,70,False,True,True,2,2,2,2,1,1
23,86,8,1,3,68,True,True,True,1,1,0,0,1,2
14,85,6,0,4,67,False,True,True,1,1,0,2,1,1
21,82,7,4,3,67,False,True,True,2,1,1,0,1,0
25,99,6,0,3,75,True,True,True,2,1,2,1,1,1
10,89,8,3,4,63,True,True,True,0,0,0,0,1,1
23,91,9,1,5,70,False,True,True,0,1,2,0,1,0
16,95,6,2,4,70,True,True,True,1,0,0,2,2,0
23,69,7,1,4,64,True,True,True,1,2,1,1,1,0
15,63,8,0,3,59,False,True,True,1,0,0,1,0,1
9,79,7,1,3,63,False,True,True,1,0,2,2,0,0
10,81,8,2,4,67,True,False,True,2,1,1,1,1,2
20,93,7,0,2,68,True,True,False,0,2,1,1,1,0
22,78,5,0,3,68,True,True,False,1,1,0,1,2,2
15,83,7,2,2,97,False,True,False,1,1,1,0,2,0
24,81,9,1,4,66,False,True,True,1,0,1,0,0,1
10,62,7,3,3,61,False,True,True,1,0,2,1,1,2
20,85,9,2,3,70,False,True,True,2,1,2,2,1,1
13,93,4,1,1,65,True,True,True,0,0,2,1,0,2
16,66,8,3,2,64,True,True,True,0,1,2,1,1,0
20,84,6,2,4,69,True,True,True,1,2,2,1,1,0
15,84,6,1,2,64,False,True,False,1,2,0,1,1,0
18,67,9,2,2,61,True,True,False,0,0,0,0,2,2
26,65,7,3,2,64,False,True,True,0,1,0,2,1,0
17,99,6,0,3,68,False,True,True,1,2,1,1,1,0
25,76,8,1,3,67,False,True,True,1,2,2,2,2,0
13,69,4,3,3,62,False,True,True,2,0,1,0,0,0
23,67,9,2,2,66,True,True,True,1,1,1,0,2,0
29,87,10,1,4,72,True,True,True,1,2,2,0,1,0
5,84,8,4,3,68,True,True,True,1,1,2,2,2,1
15,86,8,4,3,71,True,True,True,1,2,1,2,1,0
23,64,7,3,2,65,True,True,True,1,1,2,1,1,0
19,96,5,2,3,68,True,False,False,1,0,0,1,0,0
22,76,9,2,5,65,False,True,True,1,0,1,0,2,0
16,73,8,1,4,64,True,True,True,2,0,1,1,1,0
21,78,8,2,4,65,False,True,True,1,0,1,1,1,0
19,76,8,0,4,65,True,True,False,2,2,0,0,2,0
27,95,7,3,3,73,False,True,False,2,1,2,1,2,1
22,97,6,1,3,72,True,True,True,1,2,1,0,2,2
22,72,10,1,1,64,True,True,False,0,1,1,1,1,1
18,95,7,0,4,69,True,True,True,1,1,0,0,1,2
17,91,6,1,3,69,False,True,False,1,1,2,2,1,0
17,97,9,0,2,70,True,False,True,1,2,1,1,1,0
22,70,7,1,3,83,False,True,True,0,1,0,0,1,0
17,83,7,3,5,68,False,True,False,2,1,0,0,1,2
22,71,9,1,3,84,True,True,True,0,2,2,0,2,1
32,93,8,1,3,75,True,True,True,1,1,2,1,2,2
25,60,8,1,5,67,False,True,True,0,2,1,1,1,2
18,83,5,0,4,69,True,True,False,1,2,1,2,1,2
27,74,8,3,4,71,False,False,True,2,1,2,1,1,0
18,73,5,1,5,66,True,True,True,1,0,1,1,1,1
8,86,6,1,2,65,False,True,True,1,2,2,1,1,1
14,94,7,1,5,70,False,True,False,2,1,1,2,1,1
9,84,7,1,4,66,False,True,True,2,0,2,0,2,2
18,94,8,3,4,74,True,True,True,2,1,1,1,2,2
20,71,8,0,4,66,False,True,False,2,1,1,2,1,0
30,81,8,0,2,68,False,True,True,1,2,0,0,1,0
22,78,5,2,1,68,True,True,True,1,2,1,0,1,1
19,60,10,0,3,62,False,True,True,1,2,1,1,1,1
25,82,7,2,2,71,True,True,False,1,2,1,1,1,2
7,86,9,2,2,63,False,True,True,1,0,1,0,1,1
21,84,4,2,3,69,False,True,True,2,2,1,1,0,0
25,89,7,3,0,71,True,True,True,1,1,2,1,1,1
11,83,5,1,2,66,True,True,True,2,0,1,1,1,2
27,63,6,0,2,64,False,True,True,1,2,0,0,1,2
22,65,7,3,2,65,True,True,True,1,1,0,0,1,0
18,84,6,4,2,69,False,True,True,1,2,1,1,0,0
24,71,9,2,3,66,False,True,False,1,0,1,1,2,0
34,63,10,1,4,67,True,True,True,1,2,0,1,1,0
21,77,6,4,5,65,True,True,True,1,0,1,0,1,0
21,82,6,3,2,65,True,True,True,0,0,2,0,1,1
17,73,5,1,4,67,False,True,False,2,1,2,0,1,0
15,89,9,1,3,66,True,True,True,0,1,0,1,1,1
25,86,7,1,1,69,True,True,True,1,1,0,2,0,0
15,73,7,1,2,64,False,True,True,1,2,0,0,1,1
20,90,7,1,4,70,True,True,False,1,1,2,2,2,0
17,86,7,3,3,68,True,True,True,2,1,0,0,1,2
23,85,6,1,1,68,True,True,True,2,0,0,1,1,0
22,82,7,1,3,69,True,True,False,2,1,0,2,1,0
26,60,7,3,2,68,True,True,True,1,1,2,2,1,0
17,88,8,5,2,70,True,True,True,1,1,1,1,1,1
18,75,5,2,3,67,True,True,True,2,1,1,0,2,0
14,98,7,3,3,72,True,False,True,2,2,1,0,1,1
17,93,6,1,4,69,False,True,True,2,0,1,0,1,0
22,84,7,1,3,69,False,True,False,2,1,1,1,0,0
25,70,8,3,4,64,True,False,True,0,1,0,0,1,1
14,68,6,2,3,63,True,True,True,0,1,1,1,1,0
25,74,9,3,3,70,True,True,True,2,2,1,1,2,0
28,79,4,0,3,70,True,True,False,2,1,1,1,1,0
22,72,9,1,2,66,True,True,True,2,1,0,1,1,1
31,81,9,1,4,70,False,True,True,1,1,0,0,1,2
15,67,6,0,2,66,True,True,True,1,2,2,2,1,2
13,99,6,1,5,68,True,True,True,1,1,1,0,1,1
9,64,5,1,4,61,False,True,True,1,1,1,1,1,1
29,97,8,1,4,72,False,True,False,1,1,1,2,1,1
24,97,7,1,2,69,False,True,True,2,0,0,1,1,0
20,81,6,0,4,63,True,True,True,1,0,0,1,0,0
22,89,5,2,5,72,True,True,False,1,2,1,1,1,0
13,77,10,1,4,65,True,True,False,1,1,1,2,1,1
35,85,6,1,5,74,True,True,True,1,2,2,2,1,0
21,74,7,1,4,62,True,True,True,1,0,0,2,1,0
21,72,7,0,4,65,False,True,False,2,1,0,0,1,2
24,83,6,1,4,68,False,True,True,0,2,0,0,2,0
23,80,6,3,2,66,True,True,True,1,0,1,1,1,0
21,83,6,3,4,71,True,True,True,2,1,0,2,1,2
15,71,8,1,2,62,False,True,True,1,2,0,1,1,2
23,75,6,1,2,65,True,True,True,0,2,0,0,1,0
31,63,9,0,3,68,False,True,True,1,2,0,2,1,2
28,62,6,4,3,70,False,True,True,1,2,1,1,2,0
30,70,8,1,2,67,False,True,False,0,1,1,1,1,0
17,63,4,2,4,63,False,True,True,1,1,1,0,1,0
14,64,6,0,2,63,True,True,False,2,2,0,0,2,0
19,93,6,0,3,69,False,True,True,1,2,1,1,2,0
20,62,5,3,3,66,True,True,True,0,1,2,1,1,2
27,86,7,2,3,70,True,True,True,1,1,0,0,1,0
10,71,7,2,3,63,True,True,True,1,1,2,0,2,1
29,95,4,0,4,72,True,True,False,0,1,1,1,1,1
19,79,10,1,3,65,True,True,True,2,1,0,1,1,1
17,72,7,2,4,67,True,True,True,1,2,0,2,1,2
14,81,7,1,3,63,True,False,False,1,1,0,2,1,0
10,75,9,3,5,65,False,True,True,2,1,1,0,2,0
25,83,8,2,1,67,True,True,True,1,1,1,0,1,0
20,65,7,0,0,80,True,True,True,1,0,2,1,1,2
12,100,4,2,3,68,True,True,True,1,1,1,0,1,1
12,77,8,2,2,63,True,True,True,1,1,1,0,2,1
18,74,6,1,3,64,False,True,False,1,1,1,1,1,1
30,88,9,3,3,73,False,True,True,1,1,1,1,0,0
18,75,6,2,1,66,True,True,True,1,1,0,1,2,2
11,93,6,2,3,66,True,True,True,1,1,0,0,1,1
19,78,5,0,4,66,False,True,True,2,2,1,1,1,0
18,89,5,4,2,69,True,True,True,1,2,0,1,0,0
4,64,7,1,4,59,True,True,True,1,2,1,1,2,0
20,94,7,0,1,68,False,True,False,1,1,1,0,1,0
19,89,6,1,3,67,False,True,False,1,1,1,0,1,2
24,68,10,1,4,64,True,True,True,1,1,0,1,1,0
31,66,8,0,4,65,True,True,False,0,2,0,0,0,0
27,73,7,1,4,68,False,True,True,1,1,0,0,1,1
18,99,4,0,3,70,True,True,True,1,2,0,1,1,2
13,70,8,2,0,62,False,True,True,1,1,1,1,2,0
35,78,10,1,2,72,True,True,False,2,0,1,0,1,0
20,61,7,1,4,62,True,True,False,1,0,0,1,1,0
20,76,6,1,4,68,True,True,True,2,2,0,0,1,2
20,83,7,3,4,69,False,True,False,2,1,1,0,2,0
21,98,5,3,5,73,False,True,True,2,1,0,2,2,0
19,81,8,3,5,69,False,True,False,2,2,0,1,1,2
17,93,9,1,3,67,True,True,True,1,1,1,1,1,0
17,82,6,2,3,65,False,True,False,1,0,0,0,0,2
20,62,6,2,3,63,False,True,True,0,0,2,1,1,2
17,73,7,2,2,66,True,True,True,2,1,1,0,1,0
16,83,6,1,2,66,False,True,True,1,1,1,0,2,1
21,98,5,0,2,70,False,True,True,1,2,0,0,2,2
18,94,6,2,3,69,False,True,True,1,1,0,2,1,2
29,69,6,1,4,70,False,True,True,1,2,0,2,1,0
4,69,9,2,3,58,False,False,False,1,0,0,1,2,0
27,68,9,3,3,67,False,True,False,1,1,1,2,1,0
27,97,9,1,3,73,True,True,True,2,2,0,0,1,0
8,94,8,0,2,66,False,True,True,2,0,2,1,1,0
18,91,7,0,3,70,True,True,True,2,2,2,1,1,0
18,76,6,1,2,67,False,True,False,2,2,1,1,1,2
12,80,9,1,3,60,False,True,False,0,0,2,0,0,0
15,79,8,1,3,65,False,True,True,2,1,0,0,0,1
13,70,5,0,2,63,False,True,False,1,1,1,1,2,2
31,80,6,1,3,72,True,True,False,2,2,0,1,2,0
26,61,5,0,5,62,True,True,False,0,1,2,0,1,0
28,65,4,6,3,70,True,True,True,1,1,1,1,2,2
24,95,8,2,1,70,True,True,True,2,0,1,0,2,1
13,90,5,0,4,64,False,True,True,1,1,1,0,1,0
17,77,6,3,4,64,True,True,True,1,1,0,0,1,0
23,81,7,0,5,67,True,True,False,1,0,1,1,2,0
13,75,7,1,1,64,True,True,True,1,2,2,1,2,0
24,90,6,1,4,72,True,True,True,1,1,0,2,2,0
19,91,9,0,3,66,False,True,False,1,0,1,1,1,1
18,91,5,2,4,66,False,True,True,1,1,1,1,1,0
24,89,5,0,2,71,True,True,True,1,2,1,0,2,2
23,68,8,5,5,66,False,True,True,0,0,1,0,1,2
18,74,6,2,2,64,True,True,True,1,0,2,0,2,0
27,79,6,0,2,66,False,True,False,1,0,0,1,1,1
14,73,5,1,3,62,True,True,True,1,0,0,0,1,0
24,90,8,4,4,70,False,True,True,1,1,1,0,1,0
24,73,7,3,3,69,True,True,False,1,1,1,1,2,0
18,66,7,2,4,65,False,True,False,2,1,1,0,1,0
22,76,6,2,3,70,True,True,True,2,1,2,1,2,0
12,99,6,0,3,70,True,False,True,2,2,1,2,1,0
26,69,7,1,2,67,True,True,True,1,1,1,2,2,1
19,84,8,2,3,69,True,True,True,1,2,0,0,2,0
17,77,9,0,5,62,False,True,True,0,1,0,0,2,0
26,63,9,1,4,67,True,True,False,1,2,1,0,1,0
16,80,8,0,6,65,False,False,True,2,1,2,0,1,1
12,88,8,0,4,65,False,True,True,1,1,1,0,1,0
11,81,5,1,3,65,True,True,True,1,2,1,0,1,2
24,95,6,3,2,69,True,False,True,1,0,1,0,1,0
12,72,8,4,4,63,False,True,True,1,1,0,1,1,0
31,63,7,3,2,66,True,True,True,0,2,0,1,1,1
8,97,8,0,2,67,True,True,True,1,2,1,1,1,0
30,75,8,1,3,69,False,True,True,1,1,2,1,1,1
21,83,8,1,2,67,True,True,True,1,1,2,0,2,0
19,92,5,1,4,70,True,True,False,1,1,1,1,2,0
17,73,7,2,2,67,True,True,False,2,2,1,2,1,0
22,89,6,2,4,70,False,True,True,2,1,1,0,1,0
20,65,6,0,3,65,True,True,False,2,2,1,0,0,0
27,72,4,0,3,63,False,False,True,1,0,1,1,2,1
21,66,7,0,3,64,True,True,True,1,1,1,2,1,0
21,92,4,1,3,69,True,True,True,2,1,0,2,1,0
18,69,8,1,4,60,False,False,True,0,1,0,0,1,0
20,89,9,3,3,69,True,True,True,0,1,1,0,1,0
22,98,8,4,2,72,True,True,False,1,0,1,2,1,0
10,81,7,1,2,63,True,True,True,1,0,0,0,1,1
12,82,9,0,2,63,False,True,False,0,1,2,0,1,1
24,78,7,0,4,66,True,True,True,2,0,2,1,1,0
21,73,6,6,5,70,False,True,True,1,1,1,1,2,1
19,79,7,1,4,68,True,True,True,1,2,1,2,1,1
20,84,10,2,3,69,True,True,False,1,1,0,1,1,0
22,99,5,0,4,72,True,True,True,1,1,2,1,2,1
17,98,5,1,3,67,False,True,False,0,2,0,0,0,1
15,94,8,1,4,68,False,True,True,0,1,0,2,1,0
21,96,7,1,2,70,False,True,False,1,2,1,1,1,2
14,79,6,5,3,68,True,True,True,2,1,1,1,2,2
22,86,5,2,3,69,True,True,True,1,1,2,1,1,1
10,96,4,1,5,68,False,True,False,1,1,1,1,1,1
26,76,5,0,5,66,False,True,True,1,1,0,1,1,1
23,98,9,1,4,72,False,True,True,1,1,2,0,1,2
22,77,7,2,3,67,True,True,True,1,1,1,1,2,0
26,84,4,3,2,70,False,False,True,0,2,1,2,2,0
30,88,9,1,3,73,True,True,False,2,1,1,1,2,0
26,98,9,1,6,73,True,True,True,1,0,2,2,0,2
9,70,9,1,2,60,False,True,True,1,1,0,1,0,0
12,90,6,2,3,67,False,True,True,1,2,0,1,2,1
16,81,7,3,4,69,True,True,False,2,1,1,2,2,0
20,71,7,1,5,65,False,True,True,1,0,2,1,1,0
23,91,9,2,4,70,True,True,True,0,2,0,0,1,0
16,82,6,3,3,68,True,True,True,2,2,0,1,1,1
21,86,6,1,2,66,False,True,False,1,0,1,0,2,1
15,73,8,1,4,65,True,True,True,0,2,1,0,2,1
16,79,9,1,2,64,True,True,True,0,1,1,0,1,1
12,85,7,1,0,67,True,True,True,2,2,2,0,1,1
14,76,8,3,5,65,True,True,False,2,1,0,1,1,0
12,68,7,1,4,64,True,True,False,2,2,1,1,0,0
14,98,7,0,1,67,False,True,True,2,2,1,1,0,0
26,80,6,2,4,70,True,True,True,1,0,1,2,1,2
14,89,5,3,3,63,True,False,False,1,0,0,0,0,0
36,76,6,1,2,71,False,True,False,1,1,1,0,1,1
23,74,6,2,3,68,False,True,False,2,0,0,2,0,0
21,76,7,0,2,67,False,True,False,1,1,1,1,2,1
15,76,9,1,2,67,True,True,True,2,2,1,1,2,2
24,82,7,0,2,68,True,True,True,0,1,1,1,2,2
17,82,6,1,3,66,False,True,True,2,1,1,0,1,2
21,80,8,0,4,68,True,True,True,1,1,1,1,1,1
35,65,7,0,2,70,True,True,True,2,1,2,1,1,0
19,80,8,5,3,67,False,True,True,0,0,1,0,0,1
27,67,6,2,3,67,True,True,False,0,1,1,2,2,0
16,65,9,2,2,62,False,True,True,0,2,0,0,1,0
20,97,9,0,3,67,False,True,True,1,2,0,0,0,0
31,84,7,4,4,70,False,True,True,1,2,0,0,1,0
16,86,8,4,4,72,False,True,False,2,2,1,0,2,1
31,76,9,2,3,70,True,True,False,1,1,1,2,1,0
24,96,6,2,2,94,False,True,True,0,2,1,0,1,0
17,86,7,2,3,66,False,False,True,1,1,1,2,1,0
24,91,7,2,3,69,True,True,True,0,0,2,0,2,0
26,75,5,0,2,68,False,True,False,2,1,0,2,0,2
24,98,8,2,1,71,False,True,True,2,0,2,0,1,0
11,93,9,4,4,69,False,True,True,2,1,1,0,2,0
16,94,7,2,3,67,False,True,True,1,1,0,1,1,0
19,67,8,2,2,64,True,True,False,0,1,1,0,1,2
20,71,9,1,5,63,True,True,False,1,1,1,1,0,1
24,71,6,2,3,66,True,True,False,1,2,1,1,1,1
21,71,8,2,1,66,True,False,True,2,1,0,2,1,2
12,94,6,3,4,69,True,True,True,0,2,1,2,2,1
22,61,6,4,4,64,True,True,True,0,0,0,1,1,0
24,63,8,1,3,62,False,True,True,2,1,0,0,1,0
23,71,7,3,5,66,True,True,True,1,1,2,0,1,0
26,68,8,4,3,70,True,True,False,1,2,1,0,2,0
25,69,7,2,4,67,True,True,False,2,1,1,0,1,0
23,92,8,0,1,68,False,True,True,0,1,1,2,0,2
20,83,9,0,3,67,False,True,True,2,0,2,0,1,0
10,60,9,0,4,62,False,True,True,1,1,1,1,2,2
23,77,8,1,1,67,True,True,False,0,1,1,2,1,1
21,76,8,0,5,68,True,True,True,1,2,1,0,1,0
22,65,7,2,4,64,False,True,False,0,1,0,1,2,0
12,87,7,2,4,64,True,False,True,1,0,1,1,1,0
14,88,8,2,3,66,False,True,True,1,1,1,2,0,2
26,89,7,2,2,72,True,True,True,1,0,1,0,2,2
20,89,8,2,3,72,True,True,True,1,2,1,1,1,0
24,60,9,2,3,66,True,True,True,1,2,2,1,0,0
20,98,7,4,1,72,False,True,False,0,1,2,1,1,1
20,93,4,1,3,69,True,True,True,2,1,0,1,1,0
26,96,10,2,3,72,True,True,False,2,2,0,1,1,0
17,61,6,1,4,60,True,True,True,0,0,1,1,2,0
21,97,7,0,2,69,True,True,True,1,1,1,2,1,0
17,92,8,0,3,68,False,True,True,1,2,1,0,0,0
17,93,9,3,2,69,True,True,False,0,1,2,0,2,1
18,64,10,1,5,62,True,True,True,1,0,0,0,1,0
21,90,6,2,2,71,True,True,True,1,1,0,0,2,0
17,98,9,1,2,70,True,True,False,1,2,0,2,1,0
28,87,7,2,4,68,True,True,False,0,0,1,1,2,0
15,83,10,1,2,68,True,True,True,2,1,1,2,2,1
19,98,9,1,2,70,False,False,False,1,2,0,2,1,1
17,78,7,0,3,65,False,True,False,1,2,1,0,1,0
29,84,6,0,3,73,True,True,True,2,1,1,1,2,2
21,79,4,0,4,66,False,True,True,2,1,0,0,2,1
26,97,8,2,3,71,False,False,True,1,1,0,2,0,0
11,63,9,2,3,62,True,True,True,2,1,2,1,1,0
22,80,8,2,3,68,True,True,False,1,1,2,0,1,0
25,87,4,1,4,70,False,True,True,1,2,0,0,2,1
20,92,5,0,2,68,False,True,True,1,0,0,1,1,2
26,83,8,2,2,71,True,True,True,2,0,1,0,2,1
17,96,10,2,4,70,True,True,True,1,1,1,1,0,0
28,98,7,1,3,72,True,True,True,1,1,1,0,1,0
34,63,9,2,2,69,True,True,True,1,2,1,1,2,1
18,76,5,1,2,63,False,True,True,1,2,1,0,0,1
17,61,7,0,2,62,False,True,True,1,1,2,1,1,2
29,73,7,2,3,68,False,True,False,1,1,1,0,2,0
29,81,9,2,5,70,True,True,True,0,1,0,1,1,2
17,96,6,1,4,69,True,True,False,1,1,1,1,1,0
17,94,10,2,2,68,False,True,False,1,1,0,0,1,0
18,65,7,2,1,65,True,True,True,2,1,1,2,1,0
12,64,5,3,2,59,False,True,False,1,0,1,0,1,0
14,84,5,3,3,66,False,True,True,1,1,1,0,1,1
14,81,6,0,4,64,False,True,True,2,1,0,0,1,0
15,71,8,5,4,63,False,False,True,0,1,2,0,2,0
20,96,6,5,3,72,False,True,True,1,1,1,0,2,1
21,97,6,0,3,67,True,True,True,1,2,0,0,1,0
29,76,8,2,2,94,False,True,True,1,1,0,0,1,2
14,96,4,2,3,70,True,True,True,1,2,0,1,1,0
26,75,6,0,3,66,False,True,True,0,1,1,0,2,0
19,89,5,4,2,69,True,True,True,0,1,0,1,1,2
20,79,6,2,2,64,True,True,True,1,0,0,0,1,0
24,65,7,1,3,63,False,True,False,1,1,0,0,2,0
13,97,7,1,4,71,False,True,True,2,2,1,0,2,2
22,78,7,1,3,65,False,True,True,2,1,1,1,1,0
21,89,9,1,5,68,True,True,True,0,1,0,1,1,1
23,75,7,1,3,64,False,True,True,1,1,2,0,1,0
22,61,10,1,2,64,True,True,True,0,0,2,2,2,1
35,64,8,2,5,66,True,True,True,1,1,1,1,1,0
16,80,6,1,4,68,False,True,True,2,1,1,1,2,1
17,88,10,3,5,67,False,True,True,1,1,1,0,2,1
16,73,7,1,3,66,True,True,False,0,2,1,1,1,0
17,88,10,2,3,68,True,True,True,1,1,1,1,1,0
16,88,7,3,3,66,False,True,True,0,1,1,0,0,2
27,88,7,3,4,71,False,True,True,1,1,1,2,1,1
29,80,8,4,4,71,True,True,True,1,2,1,0,1,0
17,97,7,0,4,68,False,True,False,1,2,1,0,1,1
15,80,9,3,3,64,False,True,True,2,0,2,1,1,0
23,78,10,3,4,67,True,True,True,1,1,0,1,1,0
17,68,4,0,2,64,True,True,False,2,1,2,1,1,0
24,72,8,3,2,68,True,True,True,2,0,2,0,1,0
21,62,6,0,3,62,False,True,False,1,0,2,0,2,2
11,85,4,0,1,64,True,True,True,1,0,0,1,2,1
29,70,8,3,3,70,False,True,True,0,2,0,0,2,2
31,72,8,0,4,68,False,True,True,1,1,2,0,1,1
16,91,8,2,3,69,False,True,True,1,1,2,1,2,1
18,73,8,3,4,65,True,True,True,0,1,0,0,1,1
22,70,8,2,3,67,True,True,True,1,2,1,2,1,0
22,67,6,2,2,65,False,True,True,2,1,0,1,1,1
24,91,7,0,2,71,False,True,True,2,1,0,1,1,0
32,65,8,2,3,65,True,True,True,1,0,0,0,1,0
19,78,9,2,5,66,True,True,True,1,1,0,0,1,0
15,80,7,0,5,65,False,True,True,2,1,1,0,0,0
12,87,7,2,1,65,True,True,False,1,1,0,1,1,1
16,85,7,1,3,68,False,True,True,0,1,2,1,2,0
20,92,5,2,2,68,True,True,True,1,1,1,1,1,1
31,62,8,0,2,67,False,True,False,2,1,1,1,2,1
17,72,5,3,3,65,True,True,True,0,1,2,2,1,0
21,71,8,2,2,66,False,True,True,1,0,1,1,2,1
20,66,7,0,4,63,True,True,True,1,1,0,1,0,0
27,72,5,1,5,70,True,True,False,2,2,1,2,1,2
35,72,5,1,5,72,True,True,True,2,2,1,0,1,1
17,81,6,2,2,67,False,True,False,1,2,1,0,1,0
17,87,6,0,3,67,True,True,True,2,0,1,1,1,1
26,75,9,1,5,66,True,True,True,0,1,1,0,1,0
24,89,7,1,3,66,False,False,True,0,1,1,0,0,0
31,73,8,2,4,69,True,True,True,2,1,1,0,2,0
24,72,9,0,4,62,True,True,False,1,0,1,0,2,0
18,82,9,2,4,66,False,True,True,0,1,0,0,1,1
24,61,7,0,3,64,False,True,True,1,1,2,0,1,2
27,63,6,1,2,67,True,True,True,2,1,1,0,2,0
25,77,8,2,1,71,False,True,True,2,2,1,1,1,1
23,98,6,1,2,73,True,True,True,2,1,1,1,1,0
26,89,10,0,3,68,True,True,True,1,0,0,1,2,0
27,64,8,2,1,66,True,True,True,2,0,1,2,2,2
28,94,7,3,4,75,True,True,True,1,2,1,0,2,2
24,89,8,1,3,72,True,True,True,1,2,1,0,2,2
19,84,7,1,3,68,True,True,False,2,0,1,2,1,0
21,93,6,1,3,68,True,False,True,1,1,1,0,1,0
27,76,8,1,4,69,True,True,True,0,2,1,1,1,0
15,69,7,1,2,63,True,True,True,1,1,1,0,2,1
22,80,10,0,2,70,True,True,True,1,2,1,1,2,0
18,82,6,1,3,66,True,True,False,0,1,0,2,0,2
20,82,8,3,4,66,True,True,True,0,0,1,1,2,0
28,83,6,1,2,72,False,True,False,1,2,1,0,2,2
21,98,6,1,3,71,False,True,True,0,1,1,1,0,2
20,96,4,3,2,72,False,True,False,2,1,1,0,1,1
12,95,8,4,1,69,False,True,False,1,1,2,2,2,1
24,92,6,2,2,71,True,True,True,0,2,0,0,2,0
24,98,9,3,2,69,False,True,False,1,0,1,2,0,2
33,64,8,1,3,68,False,True,True,2,1,1,1,2,1
18,71,7,2,4,61,True,True,True,0,0,0,0,1,1
21,80,5,2,1,68,False,True,False,1,2,2,1,0,2
21,94,8,0,3,72,True,True,True,2,1,0,0,1,2
29,80,6,0,3,70,True,True,True,1,1,1,1,1,1
19,90,5,0,5,73,True,True,False,2,1,2,1,2,2
22,66,8,3,3,67,False,True,False,1,2,0,1,1,0
24,70,5,2,4,65,False,True,False,1,2,1,0,1,1
21,89,4,1,2,68,False,True,False,1,1,1,2,1,0
17,67,9,3,3,65,True,True,True,0,2,2,1,1,0
21,74,6,1,1,97,False,True,True,2,1,1,0,2,0
